freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
3.536     2114.038  21666     25.414   25.414   101212.180  101148.727  -0.127   23.457   -2.139   -93.861  0   -33  -56  -9   -7   0.029       -3.135      9.234       1.957       0   0   0   0   0000000000000000
3.540     2114.042  18489     25.569   25.569   101190.648  101140.023  -0.094   23.387   -3.084   -94.102  0   -32  -56  -10  -7   1.209       0.263       -0.964      9.913       0   0   0   0   0000000000000000
3.544     2114.046  21093     25.720   25.720   101187.297  101140.797  -0.057   25.160   -2.257   -95.617  0   -33  -56  -11  -8   -1.297      -6.646      -10.014     11.335      0   0   0   0   0000000000000000
3.548     2114.050  21458     25.702   25.702   101209.234  101146.125  -0.072   26.133   -2.339   -94.913  0   -33  -57  -10  -7   0.020       -7.401      4.646       10.273      0   0   0   0   0000000000000000
3.552     2114.054  21249     25.628   25.628   101204.938  101155.250  -0.089   26.067   -2.919   -94.997  0   -33  -56  -9   -7   0.020       3.999       7.294       9.219       0   0   0   0   0000000000000000
3.556     2114.058  23125     25.504   25.504   101194.234  101140.625  -0.066   26.930   -3.552   -94.613  0   -32  -56  -10  -7   1.221       -3.237      -2.480      6.843       0   0   0   0   0000000000000000
3.560     2114.062  19583     25.521   25.521   101189.773  101141.922  -0.036   27.226   -4.759   -94.505  0   -32  -55  -8   -7   -0.037      2.641       15.706      8.208       0   0   0   0   0000000000000000
3.564     2114.066  18281     25.667   25.667   101195.570  101157.930  -0.037   26.520   -3.155   -92.761  0   -32  -55  -8   -7   0.002       2.647       -8.501      -0.141      0   0   0   0   0000000000000000
3.568     2114.070  25156     25.659   25.659   101193.227  101152.758  -0.027   26.312   -2.893   -94.641  0   -32  -55  -8   -7   -0.012      0.777       -1.822      18.163      0   0   0   0   0000000000000000
3.572     2114.074  17708     25.762   25.762   101196.781  101142.906  -0.014   26.761   -3.194   -94.127  0   -32  -55  -9   -8   -0.016      -1.681      -4.077      1.043       0   0   0   0   0000000000000000
3.576     2114.078  22916     25.376   25.376   101183.172  101147.398  0.021    25.519   -4.129   -94.336  0   -31  -56  -9   -8   1.205       0.908       4.191       9.678       0   0   0   0   0000000000000000
3.580     2114.082  20208     25.512   25.512   101198.531  101158.734  0.011    27.125   -7.007   -93.862  0   -31  -56  -10  -8   0.013       -6.022      9.090       6.218       0   0   0   0   0000000000000000
3.584     2114.086  18489     25.521   25.521   101190.719  101123.797  0.056    27.559   -5.501   -94.561  0   -30  -58  -10  -8   1.193       -9.129      -7.981      12.146      0   0   0   0   0000000000000000
3.588     2114.090  23437     25.780   25.780   101188.094  101146.664  0.080    28.167   -6.462   -94.284  0   -30  -58  -10  -6   -0.029      -2.281      4.449       17.444      0   0   0   0   0000000000000000
3.592     2114.094  23073     25.520   25.520   101210.211  101174.914  0.024    28.945   -5.668   -95.005  0   -30  -58  -9   -7   0.069       -2.916      0.699       7.406       0   0   0   0   0000000000000000
3.596     2114.098  21198     25.633   25.633   101206.578  101145.547  0.012    27.818   -6.915   -95.599  0   -30  -58  -10  -6   0.016       4.227       0.927       16.932      0   0   0   0   0000000000000000
3.600     2114.102  20000     25.377   25.377   101183.258  101142.188  0.052    28.103   -7.446   -95.420  0   -28  -58  -10  -6   2.450       -1.070      2.401       8.049       0   0   0   0   0000000000000000
3.604     2114.106  18698     25.603   25.603   101193.312  101130.344  0.083    27.600   -6.793   -97.240  0   -28  -58  -10  -7   -0.039      1.887       -3.589      13.123      0   0   0   0   0000000000000000
3.608     2114.110  20000     25.602   25.602   101189.477  101130.602  0.121    28.366   -6.424   -97.830  0   -28  -58  -10  -7   -0.047      -2.873      -2.202      12.030      0   0   0   0   0000000000000000
3.612     2114.114  17968     25.614   25.614   101187.102  101161.453  0.127    28.521   -6.272   -96.951  0   -28  -59  -10  -8   -0.008      -4.331      -1.132      -0.500      0   0   0   0   0000000000000000
3.616     2114.118  26198     25.571   25.571   101190.203  101160.227  0.128    27.624   -5.918   -97.376  0   -28  -60  -10  -8   -0.001      -0.387      -2.177      11.062      0   0   0   0   0000000000000000
3.620     2114.122  18177     25.407   25.407   101203.703  101149.406  0.113    28.103   -7.104   -96.999  0   -27  -60  -11  -8   1.269       -1.795      0.540       7.019       0   0   0   0   0000000000000000
3.624     2114.126  20104     25.518   25.518   101198.961  101152.055  0.106    28.531   -7.389   -97.309  0   -27  -60  -11  -9   0.009       -1.607      1.061       5.381       0   0   0   0   0000000000000000
3.628     2114.130  21562     25.548   25.548   101205.812  101149.570  0.087    28.932   -7.426   -98.098  0   -27  -60  -10  -10  0.023       -1.502      4.931       7.751       0   0   0   0   0000000000000000
3.632     2114.134  28072     25.421   25.421   101199.992  101145.195  0.087    29.153   -7.028   -99.021  0   -27  -60  -10  -10  0.001       -0.828      -2.289      13.520      0   0   0   0   0000000000000000
3.636     2114.138  18802     25.514   25.514   101205.250  101141.992  0.078    28.630   -6.422   -99.475  0   -27  -59  -10  -10  0.010       5.709       -3.388      11.215      0   0   0   0   0000000000000000
3.640     2114.142  19792     25.605   25.605   101192.984  101150.492  0.087    27.220   -6.614   -98.997  0   -27  -58  -10  -10  -0.010      9.040       0.622       6.508       0   0   0   0   0000000000000000
3.644     2114.146  18594     25.693   25.693   101186.438  101147.000  0.112    28.722   -6.812   -100.598 0   -27  -58  -10  -9   -0.032      -5.633      0.671       22.169      0   0   0   0   0000000000000000
3.648     2114.150  20208     25.630   25.630   101192.031  101155.836  0.115    28.335   -6.217   -100.483 0   -27  -58  -9   -8   -0.004      1.452       1.745       13.672      0   0   0   0   0000000000000000
3.652     2114.154  23020     25.365   25.365   101199.180  101162.289  0.095    28.651   -7.087   -99.526  0   -28  -58  -9   -8   -1.226      -1.185      4.157       4.366       0   0   0   0   0000000000000000
3.656     2114.158  19375     25.424   25.424   101204.305  101150.297  0.079    28.365   -7.469   -98.476  0   -29  -58  -10  -8   -1.230      1.071       -3.342      3.800       0   0   0   0   0000000000000000
3.660     2114.162  18021     25.338   25.338   101195.750  101147.477  0.085    27.287   -8.893   -97.962  0   -31  -58  -10  -8   -2.507      4.045       7.010       6.425       0   0   0   0   0000000000000000
3.664     2114.166  22812     25.530   25.530   101192.031  101135.164  0.112    26.005   -8.927   -98.491  0   -30  -58  -11  -8   1.216       4.804       -5.038      11.692      0   0   0   0   0000000000000000
3.668     2114.170  20157     25.694   25.694   101193.992  101139.906  0.129    28.314   -8.319   -98.371  0   -30  -58  -11  -8   -0.021      -8.656      -3.307      8.435       0   0   0   0   0000000000000000
3.672     2114.174  22083     25.657   25.657   101192.469  101133.133  0.156    27.229   -10.608  -96.445  0   -29  -58  -10  -8   1.217       4.067       16.507      -0.782      0   0   0   0   0000000000000000
3.676     2114.178  23229     25.653   25.653   101190.258  101153.477  0.163    27.944   -11.025  -97.632  0   -29  -58  -10  -8   -0.009      -2.682      2.187       14.897      0   0   0   0   0000000000000000
3.680     2114.182  19010     25.617   25.617   101196.695  101136.844  0.176    26.055   -12.001  -96.124  0   -29  -58  -11  -8   -0.016      7.083       -0.019      1.271       0   0   0   0   0000000000000000
3.684     2114.186  21927     25.718   25.718   101212.836  101167.039  0.120    26.472   -11.413  -96.145  0   -30  -58  -10  -8   -1.181      -1.563      2.198       8.918       0   0   0   0   0000000000000000
3.688     2114.190  19115     25.581   25.581   101200.211  101149.445  0.113    26.211   -9.371   -95.023  0   -30  -57  -10  -7   0.009       4.731       -10.273     8.194       0   0   0   0   0000000000000000
3.692     2114.194  18333     25.640   25.640   101195.117  101154.914  0.110    26.371   -11.233  -93.534  0   -32  -57  -13  -7   -2.497      -0.603      -5.865      1.208       0   0   0   0   0000000000000000
3.696     2114.198  19844     25.758   25.758   101207.008  101168.031  0.068    24.910   -12.524  -91.923  0   -32  -57  -13  -7   0.052       5.479       6.406       0.438       0   0   0   0   0000000000000000
3.700     2114.202  18593     25.643   25.643   101187.367  101127.883  0.114    23.544   -13.815  -91.603  0   -31  -55  -12  -7   1.193       12.623      11.640      6.861       0   0   0   0   0000000000000000
3.704     2114.206  25990     25.577   25.577   101187.102  101155.305  0.127    23.638   -12.686  -90.414  0   -31  -55  -12  -7   -0.017      -0.353      -5.578      2.397       0   0   0   0   0000000000000000
3.708     2114.210  18645     25.501   25.501   101196.000  101143.469  0.135    23.028   -13.465  -92.031  0   -30  -55  -12  -8   1.240       2.289       4.043       11.488      0   0   0   0   0000000000000000
3.712     2114.214  23334     25.461   25.461   101190.375  101137.211  0.162    22.846   -12.587  -90.084  0   -30  -54  -12  -8   -0.033      4.433       -4.334      -1.530      0   0   0   0   0000000000000000
3.716     2114.218  25156     25.648   25.648   101197.258  101146.586  0.162    23.162   -10.540  -88.999  0   -30  -54  -12  -8   -0.001      -1.186      -10.378     2.674       100 100 100 100 0000000000000000
3.720     2114.222  18489     25.668   25.668   101203.766  101149.055  0.146    23.476   -10.888  -87.879  0   -30  -55  -12  -10  0.020       -4.930      1.625       -7.812      100 100 100 100 0000000000000000
3.724     2114.226  20781     25.578   25.578   101191.906  101139.797  0.166    23.277   -11.549  -88.078  0   -31  -56  -12  -10  -1.275      -3.003      3.260       8.805       100 100 100 100 0000000000000000
3.728     2114.230  22448     25.564   25.564   101186.102  101136.000  0.201    21.883   -12.640  -87.557  0   -31  -55  -12  -10  -0.044      8.977       5.521       5.152       100 100 100 100 0000000000000000
3.732     2114.234  21667     25.614   25.614   101193.484  101135.789  0.220    20.136   -12.717  -89.335  0   -33  -55  -12  -10  -2.524      6.551       0.455       16.821      100 100 100 100 0000000000000000
3.736     2114.238  17968     25.585   25.585   101198.961  101141.609  0.220    20.827   -14.506  -87.577  0   -32  -56  -12  -10  1.250       -6.341      9.198       -1.033      100 100 100 100 0000000000000000
3.740     2114.242  22656     25.749   25.749   101206.992  101161.789  0.181    20.581   -13.816  -86.340  0   -32  -56  -12  -10  0.049       0.924       -3.268      1.451       100 100 100 100 0000000000000000
3.744     2114.246  18386     25.532   25.532   101198.789  101133.703  0.192    20.294   -13.425  -87.105  0   -32  -54  -12  -10  -0.014      8.575       -1.815      11.536      100 100 100 100 0000000000000000
3.748     2114.250  20781     25.465   25.465   101202.992  101135.930  0.191    20.104   -13.286  -88.029  0   -32  -54  -12  -10  0.001       0.712       -0.565      12.421      100 100 100 100 0000000000000000
3.752     2114.254  22916     25.523   25.523   101169.633  101153.578  0.240    18.788   -13.276  -87.961  0   -32  -53  -12  -9   -0.061      8.686       0.079       12.559      100 100 100 100 0000000000000000
3.756     2114.258  20052     25.648   25.648   101196.445  101137.266  0.250    19.281   -15.136  -88.340  0   -32  -53  -12  -9   -0.012      -1.849      9.611       9.828       100 100 100 100 0000000000000000
3.760     2114.262  20364     25.422   25.422   101209.578  101140.789  0.228    19.746   -16.677  -87.837  0   -32  -54  -12  -9   0.028       -5.495      8.173       5.371       100 100 100 100 0000000000000000
3.764     2114.266  19740     25.726   25.726   101194.938  101138.242  0.240    18.874   -18.555  -87.289  0   -32  -55  -12  -9   -0.015      -0.477      10.046      5.086       100 100 100 100 0000000000000000
3.768     2114.270  19531     25.480   25.480   101186.328  101154.695  0.251    19.155   -17.240  -86.397  0   -32  -55  -12  -10  -0.014      -1.054      -6.049      -1.820      100 100 100 100 0000000000000000
3.772     2114.274  19583     25.520   25.520   101201.977  101159.633  0.223    19.423   -18.609  -85.497  0   -32  -55  -13  -9   0.034       -1.008      2.404       8.148       100 100 100 100 0000000000000000
3.776     2114.278  20052     25.684   25.684   101208.023  101171.852  0.171    18.294   -19.536  -84.903  0   -33  -57  -13  -8   -1.184      -3.263      5.291       9.723       100 100 100 100 0000000000000000
3.780     2114.282  18646     25.545   25.545   101188.180  101168.023  0.166    16.530   -19.050  -83.900  0   -33  -57  -13  -8   0.006       6.614       -1.827      2.575       100 100 100 100 0000000000000000
3.784     2114.286  20990     25.482   25.482   101199.281  101131.820  0.178    18.272   -19.841  -84.307  0   -33  -57  -12  -8   -0.016      -6.531      9.740       9.667       100 100 100 100 0000000000000000
3.788     2114.290  18490     25.577   25.577   101208.727  101152.258  0.148    16.689   -20.768  -84.961  0   -33  -58  -12  -7   0.038       2.183       5.509       16.065      100 100 100 100 0000000000000000
3.792     2114.294  21458     25.549   25.549   101199.406  101157.477  0.132    16.802   -20.542  -86.680  0   -33  -58  -12  -7   0.020       -0.423      -0.273      16.562      100 100 100 100 0000000000000000
3.796     2114.298  21302     25.600   25.600   101198.586  101152.156  0.124    18.158   -21.162  -87.875  0   -33  -58  -14  -8   0.009       -5.082      -6.183      8.966       100 100 100 100 0000000000000000
3.800     2114.302  21770     25.703   25.703   101187.078  101155.164  0.138    17.261   -23.781  -86.450  0   -33  -58  -14  -8   -0.017      3.364       14.073      0.718       100 100 100 100 0000000000000000
3.804     2114.306  24687     25.680   25.680   101210.297  101137.359  0.122    17.761   -25.820  -86.242  0   -35  -59  -13  -8   -2.481      -5.627      16.478      6.785       100 100 100 100 0000000000000000
